"db","database_role","analysis_set","variant","stratum","variable_code","variable","raw_smd","smd","raw_comparison"
"MIMIC","primary","primary","egfr","G3plus","surg_cabg","CABG surgery",0.26951476510465,0.0459042698530947,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","surg_valve","valve surgery",0.226587812508371,0.0697030223911861,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","surg_combined","combined surgery",0.334919284304166,0.1680823223561,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","heart_failure","heart failure",0.21348702223611,0.0890908736965569,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","hypertension","hypertension",0.113595238679785,0.0952949434743617,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","diabetes","diabetes",0.00260263151925759,0.136262106041815,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","copd","COPD",0.0497143499674223,0.0744972754351547,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","pvd","peripheral vascular disease",0.00644701364609661,0.0248182088900927,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","stroke","stroke",0.117213962997211,0.0887228589343768,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","liver_disease","liver disease",0.145543969394626,0.188130616587082,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","last_lactate","baseline (at ICU T0): lactate",0.0988006624059841,0.111929519574238,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","last_lactate_missing","baseline (at ICU T0): lactate missing",1.67073266638007,0.0211340271292935,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","last_heartrate","baseline (at ICU T0): heart rate",0.0654694819341571,0.222850598126777,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","last_hemoglobin","baseline (at ICU T0): hemoglobin",0.557425167226244,0.241823579621053,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","alb_cat","baseline (at ICU T0): serum albumin category",0.457562637593234,0.412935365493335,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","vaso_at_t0","baseline (at ICU T0): vasopressor status",0.934461941630389,0.0158335215361095,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","map_before_t0","baseline (at ICU T0): MAP",0.570316603019543,0.00781119960781454,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","vent_at_t0","baseline (at ICU T0): ventilation status",0.989948655619022,0.0306860610689773,"eligible ever-treated vs never-treated source cohort"
"MIMIC","primary","primary","egfr","G3plus","surg_aortic","aortic surgery",0.191757035507311,0.0520963097539654,"eligible ever-treated vs never-treated source cohort"
